"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","dn0","d","dn0_d"
"285","12.8","1",0,"a",0,0.0883121747025667,3.2,14.6,25,0.9,1,0.9
"286","14.3","1",0.25,"a",0.0384615384615385,0.0797963874394652,3.4,14.4,26,0.9,1,0.9
"287","15.7","1",0,"a",0,0.0955652587144869,3.5,15.1,24,0.9,1,0.9
"288","17.1","1",0,"a",0,0.0874000858591923,3.7,15,25,0.9,1,0.9
"289","18.6","1",0,"a",0,0.0963869011273017,3.5,15.3,24,0.9,1,0.9
"290","20","1",0,"a",0,0.0881693572914608,3.7,15,25,0.9,1,0.9
"291","7.1","2",1,"a",0.2,0.0876544933811112,3.2,14.1,25,0.9,1,0.9
"292","8.5","2",0.8,"a",0.16,0.0870391389081885,3.2,14.3,25,0.9,1,0.9
"293","10","2",0.8,"a",0.16,0.0874691537794986,3.2,14.3,25,0.9,1,0.9
"294","11.4","2",0.8,"a",0.16,0.0878932347270126,3.2,14.4,25,0.9,1,0.9
"295","12.8","2",1,"a",0.2,0.0883121747025667,3.2,14.6,25,0.9,1,0.9
"296","14.3","2",0.75,"a",0.115384615384615,0.0797963874394652,3.4,14.4,26,0.9,1,0.9
"297","15.7","2",1,"a",0.125,0.0955652587144869,3.5,15.1,24,0.9,1,0.9
"298","17.1","2",1,"a",0.12,0.0874000858591923,3.7,15,25,0.9,1,0.9
"299","18.6","2",1,"a",0.125,0.0963869011273017,3.5,15.3,24,0.9,1,0.9
"300","20","2",1,"a",0.12,0.0881693572914608,3.7,15,25,0.9,1,0.9
"301","7.1","0",0.6,"n",0.48,0.0876544933811112,3.2,14.1,25,0.1,1,0.1
"302","8.5","0",0.6,"n",0.48,0.0870391389081885,3.2,14.3,25,0.1,1,0.1
"303","10","0",0.6,"n",0.48,0.0874691537794986,3.2,14.3,25,0.1,1,0.1
"304","11.4","0",0.565217391304348,"n",0.481481481481481,0.0727762079534437,3.6,13.7,27,0.1,1,0.1
"305","12.8","0",0.6,"n",0.48,0.0883121747025667,3.2,14.6,25,0.1,1,0.1
"306","14.3","0",0.523809523809524,"n",0.44,0.0876605887090218,3.2,14.8,25,0.1,1,0.1
"307","15.7","0",0.428571428571429,"n",0.375,0.0955652587144869,3.5,15.1,24,0.1,1,0.1
"308","17.1","0",0.428571428571429,"n",0.375,0.0959788104814027,3.5,15.3,24,0.1,1,0.1
"309","18.6","0",0.428571428571429,"n",0.375,0.0963869011273017,3.5,15.3,24,0.1,1,0.1
"310","20","0",0.428571428571429,"n",0.375,0.0967889582761806,3.4,15.3,24,0.1,1,0.1
"311","7.1","1",0,"n",0,0.0876544933811112,3.2,14.1,25,0.1,1,0.1
"312","8.5","1",0,"n",0,0.0870391389081885,3.2,14.3,25,0.1,1,0.1
"313","10","1",0,"n",0,0.0874691537794986,3.2,14.3,25,0.1,1,0.1
"314","11.4","1",0.0869565217391304,"n",0.0740740740740741,0.0727762079534437,3.6,13.7,27,0.1,1,0.1
"315","12.8","1",0.05,"n",0.04,0.0883121747025667,3.2,14.6,25,0.1,1,0.1
"316","14.3","1",0.0952380952380952,"n",0.08,0.0876605887090218,3.2,14.8,25,0.1,1,0.1
"317","15.7","1",0.238095238095238,"n",0.208333333333333,0.0955652587144869,3.5,15.1,24,0.1,1,0.1
"318","17.1","1",0.238095238095238,"n",0.208333333333333,0.0959788104814027,3.5,15.3,24,0.1,1,0.1
"319","18.6","1",0.238095238095238,"n",0.208333333333333,0.0963869011273017,3.5,15.3,24,0.1,1,0.1
"320","20","1",0.19047619047619,"n",0.166666666666667,0.0967889582761806,3.4,15.3,24,0.1,1,0.1
"321","7.1","2",0.4,"n",0.32,0.0876544933811112,3.2,14.1,25,0.1,1,0.1
"322","8.5","2",0.4,"n",0.32,0.0870391389081885,3.2,14.3,25,0.1,1,0.1
"323","10","2",0.4,"n",0.32,0.0874691537794986,3.2,14.3,25,0.1,1,0.1
"324","11.4","2",0.347826086956522,"n",0.296296296296296,0.0727762079534437,3.6,13.7,27,0.1,1,0.1
"325","12.8","2",0.35,"n",0.28,0.0883121747025667,3.2,14.6,25,0.1,1,0.1
"326","14.3","2",0.380952380952381,"n",0.32,0.0876605887090218,3.2,14.8,25,0.1,1,0.1
"327","15.7","2",0.333333333333333,"n",0.291666666666667,0.0955652587144869,3.5,15.1,24,0.1,1,0.1
"328","17.1","2",0.333333333333333,"n",0.291666666666667,0.0959788104814027,3.5,15.3,24,0.1,1,0.1
"329","18.6","2",0.333333333333333,"n",0.291666666666667,0.0963869011273017,3.5,15.3,24,0.1,1,0.1
"330","20","2",0.380952380952381,"n",0.333333333333333,0.0967889582761806,3.4,15.3,24,0.1,1,0.1
"331","7.1","0",0,"a",0,0.0876544933811112,3.2,14.1,25,0.1,1,0.1
"332","8.5","0",0,"a",0,0.0870391389081885,3.2,14.3,25,0.1,1,0.1
"333","10","0",0,"a",0,0.0874691537794986,3.2,14.3,25,0.1,1,0.1
"334","11.4","0",0,"a",0,0.0727762079534437,3.6,13.7,27,0.1,1,0.1
"335","12.8","0",0,"a",0,0.0883121747025667,3.2,14.6,25,0.1,1,0.1
"336","14.3","0",0,"a",0,0.0876605887090218,3.2,14.8,25,0.1,1,0.1
"337","15.7","0",0,"a",0,0.0955652587144869,3.5,15.1,24,0.1,1,0.1
"338","17.1","0",0,"a",0,0.0959788104814027,3.5,15.3,24,0.1,1,0.1
"339","18.6","0",0,"a",0,0.0963869011273017,3.5,15.3,24,0.1,1,0.1
"340","20","0",0,"a",0,0.0967889582761806,3.4,15.3,24,0.1,1,0.1
"341","7.1","1",0,"a",0,0.0876544933811112,3.2,14.1,25,0.1,1,0.1
"342","8.5","1",0.2,"a",0.04,0.0870391389081885,3.2,14.3,25,0.1,1,0.1
"343","10","1",0.2,"a",0.04,0.0874691537794986,3.2,14.3,25,0.1,1,0.1
"344","11.4","1",0,"a",0,0.0727762079534437,3.6,13.7,27,0.1,1,0.1
"345","12.8","1",0,"a",0,0.0883121747025667,3.2,14.6,25,0.1,1,0.1
"346","14.3","1",0.25,"a",0.04,0.0876605887090218,3.2,14.8,25,0.1,1,0.1
"347","15.7","1",0,"a",0,0.0955652587144869,3.5,15.1,24,0.1,1,0.1
"348","17.1","1",0,"a",0,0.0959788104814027,3.5,15.3,24,0.1,1,0.1
"349","18.6","1",0,"a",0,0.0963869011273017,3.5,15.3,24,0.1,1,0.1
"350","20","1",0.333333333333333,"a",0.0416666666666667,0.0967889582761806,3.4,15.3,24,0.1,1,0.1
"351","7.1","2",1,"a",0.2,0.0876544933811112,3.2,14.1,25,0.1,1,0.1
"352","8.5","2",0.8,"a",0.16,0.0870391389081885,3.2,14.3,25,0.1,1,0.1
"353","10","2",0.8,"a",0.16,0.0874691537794986,3.2,14.3,25,0.1,1,0.1
"354","11.4","2",1,"a",0.148148148148148,0.0727762079534437,3.6,13.7,27,0.1,1,0.1
"355","12.8","2",1,"a",0.2,0.0883121747025667,3.2,14.6,25,0.1,1,0.1
"356","14.3","2",0.75,"a",0.12,0.0876605887090218,3.2,14.8,25,0.1,1,0.1
"357","15.7","2",1,"a",0.125,0.0955652587144869,3.5,15.1,24,0.1,1,0.1
"358","17.1","2",1,"a",0.125,0.0959788104814027,3.5,15.3,24,0.1,1,0.1
"359","18.6","2",1,"a",0.125,0.0963869011273017,3.5,15.3,24,0.1,1,0.1
"360","20","2",0.666666666666667,"a",0.0833333333333333,0.0967889582761806,3.4,15.3,24,0.1,1,0.1
"361","7.1","0",0.6,"n",0.48,0.0876544933811112,3.2,14.1,25,0.3,1,0.3
"362","8.5","0",0.6,"n",0.48,0.0870391389081885,3.2,14.3,25,0.3,1,0.3
"363","10","0",0.6,"n",0.48,0.0874691537794986,3.2,14.3,25,0.3,1,0.3
"364","11.4","0",0.6,"n",0.48,0.0878932347270126,3.2,14.4,25,0.3,1,0.3
"365","12.8","0",0.6,"n",0.48,0.0883121747025667,3.2,14.6,25,0.3,1,0.3
"366","14.3","0",0.523809523809524,"n",0.44,0.0876605887090218,3.2,14.8,25,0.3,1,0.3
"367","15.7","0",0.428571428571429,"n",0.375,0.0955652587144869,3.5,15.1,24,0.3,1,0.3
"368","17.1","0",0.428571428571429,"n",0.375,0.0959788104814027,3.5,15.3,24,0.3,1,0.3
"369","18.6","0",0.428571428571429,"n",0.375,0.0963869011273017,3.5,15.3,24,0.3,1,0.3
"370","20","0",0.428571428571429,"n",0.375,0.0967889582761806,3.4,15.3,24,0.3,1,0.3
"371","7.1","1",0,"n",0,0.0876544933811112,3.2,14.1,25,0.3,1,0.3
"372","8.5","1",0,"n",0,0.0870391389081885,3.2,14.3,25,0.3,1,0.3
"373","10","1",0,"n",0,0.0874691537794986,3.2,14.3,25,0.3,1,0.3
"374","11.4","1",0,"n",0,0.0878932347270126,3.2,14.4,25,0.3,1,0.3
"375","12.8","1",0.05,"n",0.04,0.0883121747025667,3.2,14.6,25,0.3,1,0.3
"376","14.3","1",0.0952380952380952,"n",0.08,0.0876605887090218,3.2,14.8,25,0.3,1,0.3
"377","15.7","1",0.238095238095238,"n",0.208333333333333,0.0955652587144869,3.5,15.1,24,0.3,1,0.3
"378","17.1","1",0.238095238095238,"n",0.208333333333333,0.0959788104814027,3.5,15.3,24,0.3,1,0.3
"379","18.6","1",0.238095238095238,"n",0.208333333333333,0.0963869011273017,3.5,15.3,24,0.3,1,0.3
"380","20","1",0.19047619047619,"n",0.166666666666667,0.0967889582761806,3.4,15.3,24,0.3,1,0.3
"381","7.1","2",0.4,"n",0.32,0.0876544933811112,3.2,14.1,25,0.3,1,0.3
"382","8.5","2",0.4,"n",0.32,0.0870391389081885,3.2,14.3,25,0.3,1,0.3
"383","10","2",0.4,"n",0.32,0.0874691537794986,3.2,14.3,25,0.3,1,0.3
"384","11.4","2",0.4,"n",0.32,0.0878932347270126,3.2,14.4,25,0.3,1,0.3
"385","12.8","2",0.35,"n",0.28,0.0883121747025667,3.2,14.6,25,0.3,1,0.3
"386","14.3","2",0.380952380952381,"n",0.32,0.0876605887090218,3.2,14.8,25,0.3,1,0.3
"387","15.7","2",0.333333333333333,"n",0.291666666666667,0.0955652587144869,3.5,15.1,24,0.3,1,0.3
"388","17.1","2",0.333333333333333,"n",0.291666666666667,0.0959788104814027,3.5,15.3,24,0.3,1,0.3
"389","18.6","2",0.333333333333333,"n",0.291666666666667,0.0963869011273017,3.5,15.3,24,0.3,1,0.3
"390","20","2",0.380952380952381,"n",0.333333333333333,0.0967889582761806,3.4,15.3,24,0.3,1,0.3
"391","7.1","0",0,"a",0,0.0876544933811112,3.2,14.1,25,0.3,1,0.3
"392","8.5","0",0,"a",0,0.0870391389081885,3.2,14.3,25,0.3,1,0.3
"393","10","0",0,"a",0,0.0874691537794986,3.2,14.3,25,0.3,1,0.3
"394","11.4","0",0,"a",0,0.0878932347270126,3.2,14.4,25,0.3,1,0.3
"395","12.8","0",0,"a",0,0.0883121747025667,3.2,14.6,25,0.3,1,0.3
"396","14.3","0",0,"a",0,0.0876605887090218,3.2,14.8,25,0.3,1,0.3
"397","15.7","0",0,"a",0,0.0955652587144869,3.5,15.1,24,0.3,1,0.3
"398","17.1","0",0,"a",0,0.0959788104814027,3.5,15.3,24,0.3,1,0.3
"399","18.6","0",0,"a",0,0.0963869011273017,3.5,15.3,24,0.3,1,0.3
"400","20","0",0,"a",0,0.0967889582761806,3.4,15.3,24,0.3,1,0.3
"401","7.1","1",0,"a",0,0.0876544933811112,3.2,14.1,25,0.3,1,0.3
"402","8.5","1",0.2,"a",0.04,0.0870391389081885,3.2,14.3,25,0.3,1,0.3
"403","10","1",0.2,"a",0.04,0.0874691537794986,3.2,14.3,25,0.3,1,0.3
"404","11.4","1",0.2,"a",0.04,0.0878932347270126,3.2,14.4,25,0.3,1,0.3
"405","12.8","1",0,"a",0,0.0883121747025667,3.2,14.6,25,0.3,1,0.3
"406","14.3","1",0.25,"a",0.04,0.0876605887090218,3.2,14.8,25,0.3,1,0.3
"407","15.7","1",0,"a",0,0.0955652587144869,3.5,15.1,24,0.3,1,0.3
"408","17.1","1",0,"a",0,0.0959788104814027,3.5,15.3,24,0.3,1,0.3
"409","18.6","1",0,"a",0,0.0963869011273017,3.5,15.3,24,0.3,1,0.3
"410","20","1",0.333333333333333,"a",0.0416666666666667,0.0967889582761806,3.4,15.3,24,0.3,1,0.3
"411","7.1","2",1,"a",0.2,0.0876544933811112,3.2,14.1,25,0.3,1,0.3
"412","8.5","2",0.8,"a",0.16,0.0870391389081885,3.2,14.3,25,0.3,1,0.3
"413","10","2",0.8,"a",0.16,0.0874691537794986,3.2,14.3,25,0.3,1,0.3
"414","11.4","2",0.8,"a",0.16,0.0878932347270126,3.2,14.4,25,0.3,1,0.3
"415","12.8","2",1,"a",0.2,0.0883121747025667,3.2,14.6,25,0.3,1,0.3
"416","14.3","2",0.75,"a",0.12,0.0876605887090218,3.2,14.8,25,0.3,1,0.3
"417","15.7","2",1,"a",0.125,0.0955652587144869,3.5,15.1,24,0.3,1,0.3
"418","17.1","2",1,"a",0.125,0.0959788104814027,3.5,15.3,24,0.3,1,0.3
"419","18.6","2",1,"a",0.125,0.0963869011273017,3.5,15.3,24,0.3,1,0.3
"420","20","2",0.666666666666667,"a",0.0833333333333333,0.0967889582761806,3.4,15.3,24,0.3,1,0.3
"421","7.1","0",0.6,"n",0.48,0.0876544933811112,3.2,14.1,25,0.5,1,0.5
"422","8.5","0",0.6,"n",0.48,0.0870391389081885,3.2,14.3,25,0.5,1,0.5
"423","10","0",0.6,"n",0.48,0.0874691537794986,3.2,14.3,25,0.5,1,0.5
"424","11.4","0",0.6,"n",0.48,0.0878932347270126,3.2,14.4,25,0.5,1,0.5
"425","12.8","0",0.6,"n",0.48,0.0883121747025667,3.2,14.6,25,0.5,1,0.5
"426","14.3","0",0.545454545454545,"n",0.461538461538462,0.0797963874394652,3.4,14.4,26,0.5,1,0.5
"427","15.7","0",0.428571428571429,"n",0.375,0.0955652587144869,3.5,15.1,24,0.5,1,0.5
"428","17.1","0",0.454545454545455,"n",0.4,0.0874000858591923,3.7,15,25,0.5,1,0.5
"429","18.6","0",0.428571428571429,"n",0.375,0.0963869011273017,3.5,15.3,24,0.5,1,0.5
"430","20","0",0.454545454545455,"n",0.4,0.0881693572914608,3.7,15,25,0.5,1,0.5
"431","7.1","1",0,"n",0,0.0876544933811112,3.2,14.1,25,0.5,1,0.5
"432","8.5","1",0,"n",0,0.0870391389081885,3.2,14.3,25,0.5,1,0.5
"433","10","1",0,"n",0,0.0874691537794986,3.2,14.3,25,0.5,1,0.5
"434","11.4","1",0,"n",0,0.0878932347270126,3.2,14.4,25,0.5,1,0.5
"435","12.8","1",0.05,"n",0.04,0.0883121747025667,3.2,14.6,25,0.5,1,0.5
"436","14.3","1",0.0909090909090909,"n",0.0769230769230769,0.0797963874394652,3.4,14.4,26,0.5,1,0.5
"437","15.7","1",0.238095238095238,"n",0.208333333333333,0.0955652587144869,3.5,15.1,24,0.5,1,0.5
"438","17.1","1",0.227272727272727,"n",0.2,0.0874000858591923,3.7,15,25,0.5,1,0.5
"439","18.6","1",0.238095238095238,"n",0.208333333333333,0.0963869011273017,3.5,15.3,24,0.5,1,0.5
"440","20","1",0.227272727272727,"n",0.2,0.0881693572914608,3.7,15,25,0.5,1,0.5
"441","7.1","2",0.4,"n",0.32,0.0876544933811112,3.2,14.1,25,0.5,1,0.5
"442","8.5","2",0.4,"n",0.32,0.0870391389081885,3.2,14.3,25,0.5,1,0.5
"443","10","2",0.4,"n",0.32,0.0874691537794986,3.2,14.3,25,0.5,1,0.5
"444","11.4","2",0.4,"n",0.32,0.0878932347270126,3.2,14.4,25,0.5,1,0.5
"445","12.8","2",0.35,"n",0.28,0.0883121747025667,3.2,14.6,25,0.5,1,0.5
"446","14.3","2",0.363636363636364,"n",0.307692307692308,0.0797963874394652,3.4,14.4,26,0.5,1,0.5
"447","15.7","2",0.333333333333333,"n",0.291666666666667,0.0955652587144869,3.5,15.1,24,0.5,1,0.5
"448","17.1","2",0.318181818181818,"n",0.28,0.0874000858591923,3.7,15,25,0.5,1,0.5
"449","18.6","2",0.333333333333333,"n",0.291666666666667,0.0963869011273017,3.5,15.3,24,0.5,1,0.5
"450","20","2",0.318181818181818,"n",0.28,0.0881693572914608,3.7,15,25,0.5,1,0.5
"451","7.1","0",0,"a",0,0.0876544933811112,3.2,14.1,25,0.5,1,0.5
"452","8.5","0",0,"a",0,0.0870391389081885,3.2,14.3,25,0.5,1,0.5
"453","10","0",0,"a",0,0.0874691537794986,3.2,14.3,25,0.5,1,0.5
"454","11.4","0",0,"a",0,0.0878932347270126,3.2,14.4,25,0.5,1,0.5
"455","12.8","0",0,"a",0,0.0883121747025667,3.2,14.6,25,0.5,1,0.5
"456","14.3","0",0,"a",0,0.0797963874394652,3.4,14.4,26,0.5,1,0.5
"457","15.7","0",0,"a",0,0.0955652587144869,3.5,15.1,24,0.5,1,0.5
"458","17.1","0",0,"a",0,0.0874000858591923,3.7,15,25,0.5,1,0.5
"459","18.6","0",0,"a",0,0.0963869011273017,3.5,15.3,24,0.5,1,0.5
"460","20","0",0,"a",0,0.0881693572914608,3.7,15,25,0.5,1,0.5
"461","7.1","1",0,"a",0,0.0876544933811112,3.2,14.1,25,0.5,1,0.5
"462","8.5","1",0.2,"a",0.04,0.0870391389081885,3.2,14.3,25,0.5,1,0.5
"463","10","1",0.2,"a",0.04,0.0874691537794986,3.2,14.3,25,0.5,1,0.5
"464","11.4","1",0.2,"a",0.04,0.0878932347270126,3.2,14.4,25,0.5,1,0.5
"465","12.8","1",0,"a",0,0.0883121747025667,3.2,14.6,25,0.5,1,0.5
"466","14.3","1",0.25,"a",0.0384615384615385,0.0797963874394652,3.4,14.4,26,0.5,1,0.5
"467","15.7","1",0,"a",0,0.0955652587144869,3.5,15.1,24,0.5,1,0.5
"468","17.1","1",0,"a",0,0.0874000858591923,3.7,15,25,0.5,1,0.5
"469","18.6","1",0,"a",0,0.0963869011273017,3.5,15.3,24,0.5,1,0.5
"470","20","1",0,"a",0,0.0881693572914608,3.7,15,25,0.5,1,0.5
"471","7.1","2",1,"a",0.2,0.0876544933811112,3.2,14.1,25,0.5,1,0.5
"472","8.5","2",0.8,"a",0.16,0.0870391389081885,3.2,14.3,25,0.5,1,0.5
"473","10","2",0.8,"a",0.16,0.0874691537794986,3.2,14.3,25,0.5,1,0.5
"474","11.4","2",0.8,"a",0.16,0.0878932347270126,3.2,14.4,25,0.5,1,0.5
"475","12.8","2",1,"a",0.2,0.0883121747025667,3.2,14.6,25,0.5,1,0.5
"476","14.3","2",0.75,"a",0.115384615384615,0.0797963874394652,3.4,14.4,26,0.5,1,0.5
"477","15.7","2",1,"a",0.125,0.0955652587144869,3.5,15.1,24,0.5,1,0.5
"478","17.1","2",1,"a",0.12,0.0874000858591923,3.7,15,25,0.5,1,0.5
"479","18.6","2",1,"a",0.125,0.0963869011273017,3.5,15.3,24,0.5,1,0.5
"480","20","2",1,"a",0.12,0.0881693572914608,3.7,15,25,0.5,1,0.5
"481","7.1","0",0.6,"n",0.48,0.0876544933811112,3.2,14.1,25,0.7,1,0.7
"482","8.5","0",0.6,"n",0.48,0.0870391389081885,3.2,14.3,25,0.7,1,0.7
"483","10","0",0.6,"n",0.48,0.0874691537794986,3.2,14.3,25,0.7,1,0.7
"484","11.4","0",0.6,"n",0.48,0.0878932347270126,3.2,14.4,25,0.7,1,0.7
"485","12.8","0",0.6,"n",0.48,0.0883121747025667,3.2,14.6,25,0.7,1,0.7
"486","14.3","0",0.545454545454545,"n",0.461538461538462,0.0797963874394652,3.4,14.4,26,0.7,1,0.7
"487","15.7","0",0.428571428571429,"n",0.375,0.0955652587144869,3.5,15.1,24,0.7,1,0.7
"488","17.1","0",0.454545454545455,"n",0.4,0.0874000858591923,3.7,15,25,0.7,1,0.7
"489","18.6","0",0.428571428571429,"n",0.375,0.0963869011273017,3.5,15.3,24,0.7,1,0.7
"490","20","0",0.454545454545455,"n",0.4,0.0881693572914608,3.7,15,25,0.7,1,0.7
"491","7.1","1",0,"n",0,0.0876544933811112,3.2,14.1,25,0.7,1,0.7
"492","8.5","1",0,"n",0,0.0870391389081885,3.2,14.3,25,0.7,1,0.7
"493","10","1",0,"n",0,0.0874691537794986,3.2,14.3,25,0.7,1,0.7
"494","11.4","1",0,"n",0,0.0878932347270126,3.2,14.4,25,0.7,1,0.7
"495","12.8","1",0.05,"n",0.04,0.0883121747025667,3.2,14.6,25,0.7,1,0.7
"496","14.3","1",0.0909090909090909,"n",0.0769230769230769,0.0797963874394652,3.4,14.4,26,0.7,1,0.7
"497","15.7","1",0.238095238095238,"n",0.208333333333333,0.0955652587144869,3.5,15.1,24,0.7,1,0.7
"498","17.1","1",0.227272727272727,"n",0.2,0.0874000858591923,3.7,15,25,0.7,1,0.7
"499","18.6","1",0.238095238095238,"n",0.208333333333333,0.0963869011273017,3.5,15.3,24,0.7,1,0.7
"500","20","1",0.227272727272727,"n",0.2,0.0881693572914608,3.7,15,25,0.7,1,0.7
"501","7.1","2",0.4,"n",0.32,0.0876544933811112,3.2,14.1,25,0.7,1,0.7
"502","8.5","2",0.4,"n",0.32,0.0870391389081885,3.2,14.3,25,0.7,1,0.7
"503","10","2",0.4,"n",0.32,0.0874691537794986,3.2,14.3,25,0.7,1,0.7
"504","11.4","2",0.4,"n",0.32,0.0878932347270126,3.2,14.4,25,0.7,1,0.7
"505","12.8","2",0.35,"n",0.28,0.0883121747025667,3.2,14.6,25,0.7,1,0.7
"506","14.3","2",0.363636363636364,"n",0.307692307692308,0.0797963874394652,3.4,14.4,26,0.7,1,0.7
"507","15.7","2",0.333333333333333,"n",0.291666666666667,0.0955652587144869,3.5,15.1,24,0.7,1,0.7
"508","17.1","2",0.318181818181818,"n",0.28,0.0874000858591923,3.7,15,25,0.7,1,0.7
"509","18.6","2",0.333333333333333,"n",0.291666666666667,0.0963869011273017,3.5,15.3,24,0.7,1,0.7
"510","20","2",0.318181818181818,"n",0.28,0.0881693572914608,3.7,15,25,0.7,1,0.7
"511","7.1","0",0,"a",0,0.0876544933811112,3.2,14.1,25,0.7,1,0.7
"512","8.5","0",0,"a",0,0.0870391389081885,3.2,14.3,25,0.7,1,0.7
"513","10","0",0,"a",0,0.0874691537794986,3.2,14.3,25,0.7,1,0.7
"514","11.4","0",0,"a",0,0.0878932347270126,3.2,14.4,25,0.7,1,0.7
"515","12.8","0",0,"a",0,0.0883121747025667,3.2,14.6,25,0.7,1,0.7
"516","14.3","0",0,"a",0,0.0797963874394652,3.4,14.4,26,0.7,1,0.7
"517","15.7","0",0,"a",0,0.0955652587144869,3.5,15.1,24,0.7,1,0.7
"518","17.1","0",0,"a",0,0.0874000858591923,3.7,15,25,0.7,1,0.7
"519","18.6","0",0,"a",0,0.0963869011273017,3.5,15.3,24,0.7,1,0.7
"520","20","0",0,"a",0,0.0881693572914608,3.7,15,25,0.7,1,0.7
"521","7.1","1",0,"a",0,0.0876544933811112,3.2,14.1,25,0.7,1,0.7
"522","8.5","1",0.2,"a",0.04,0.0870391389081885,3.2,14.3,25,0.7,1,0.7
"523","10","1",0.2,"a",0.04,0.0874691537794986,3.2,14.3,25,0.7,1,0.7
"524","11.4","1",0.2,"a",0.04,0.0878932347270126,3.2,14.4,25,0.7,1,0.7
"525","12.8","1",0,"a",0,0.0883121747025667,3.2,14.6,25,0.7,1,0.7
"526","14.3","1",0.25,"a",0.0384615384615385,0.0797963874394652,3.4,14.4,26,0.7,1,0.7
"527","15.7","1",0,"a",0,0.0955652587144869,3.5,15.1,24,0.7,1,0.7
"528","17.1","1",0,"a",0,0.0874000858591923,3.7,15,25,0.7,1,0.7
"529","18.6","1",0,"a",0,0.0963869011273017,3.5,15.3,24,0.7,1,0.7
"530","20","1",0,"a",0,0.0881693572914608,3.7,15,25,0.7,1,0.7
"531","7.1","2",1,"a",0.2,0.0876544933811112,3.2,14.1,25,0.7,1,0.7
"532","8.5","2",0.8,"a",0.16,0.0870391389081885,3.2,14.3,25,0.7,1,0.7
"533","10","2",0.8,"a",0.16,0.0874691537794986,3.2,14.3,25,0.7,1,0.7
"534","11.4","2",0.8,"a",0.16,0.0878932347270126,3.2,14.4,25,0.7,1,0.7
"535","12.8","2",1,"a",0.2,0.0883121747025667,3.2,14.6,25,0.7,1,0.7
"536","14.3","2",0.75,"a",0.115384615384615,0.0797963874394652,3.4,14.4,26,0.7,1,0.7
"537","15.7","2",1,"a",0.125,0.0955652587144869,3.5,15.1,24,0.7,1,0.7
"538","17.1","2",1,"a",0.12,0.0874000858591923,3.7,15,25,0.7,1,0.7
"539","18.6","2",1,"a",0.125,0.0963869011273017,3.5,15.3,24,0.7,1,0.7
"540","20","2",1,"a",0.12,0.0881693572914608,3.7,15,25,0.7,1,0.7
"541","7.1","0",0.6,"n",0.48,0.0876544933811112,3.2,14.1,25,0.9,1,0.9
"542","8.5","0",0.6,"n",0.48,0.0870391389081885,3.2,14.3,25,0.9,1,0.9
"543","10","0",0.6,"n",0.48,0.0874691537794986,3.2,14.3,25,0.9,1,0.9
"544","11.4","0",0.6,"n",0.48,0.0878932347270126,3.2,14.4,25,0.9,1,0.9
"545","12.8","0",0.6,"n",0.48,0.0883121747025667,3.2,14.6,25,0.9,1,0.9
"546","14.3","0",0.545454545454545,"n",0.461538461538462,0.0797963874394652,3.4,14.4,26,0.9,1,0.9
"547","15.7","0",0.428571428571429,"n",0.375,0.0955652587144869,3.5,15.1,24,0.9,1,0.9
"548","17.1","0",0.454545454545455,"n",0.4,0.0874000858591923,3.7,15,25,0.9,1,0.9
"549","18.6","0",0.428571428571429,"n",0.375,0.0963869011273017,3.5,15.3,24,0.9,1,0.9
"550","20","0",0.454545454545455,"n",0.4,0.0881693572914608,3.7,15,25,0.9,1,0.9
"551","7.1","1",0,"n",0,0.0876544933811112,3.2,14.1,25,0.9,1,0.9
"552","8.5","1",0,"n",0,0.0870391389081885,3.2,14.3,25,0.9,1,0.9
"553","10","1",0,"n",0,0.0874691537794986,3.2,14.3,25,0.9,1,0.9
"554","11.4","1",0,"n",0,0.0878932347270126,3.2,14.4,25,0.9,1,0.9
"555","12.8","1",0.05,"n",0.04,0.0883121747025667,3.2,14.6,25,0.9,1,0.9
"556","14.3","1",0.0909090909090909,"n",0.0769230769230769,0.0797963874394652,3.4,14.4,26,0.9,1,0.9
"557","15.7","1",0.238095238095238,"n",0.208333333333333,0.0955652587144869,3.5,15.1,24,0.9,1,0.9
"558","17.1","1",0.227272727272727,"n",0.2,0.0874000858591923,3.7,15,25,0.9,1,0.9
"559","18.6","1",0.238095238095238,"n",0.208333333333333,0.0963869011273017,3.5,15.3,24,0.9,1,0.9
"560","20","1",0.227272727272727,"n",0.2,0.0881693572914608,3.7,15,25,0.9,1,0.9
"561","7.1","2",0.4,"n",0.32,0.0876544933811112,3.2,14.1,25,0.9,1,0.9
"562","8.5","2",0.4,"n",0.32,0.0870391389081885,3.2,14.3,25,0.9,1,0.9
"563","10","2",0.4,"n",0.32,0.0874691537794986,3.2,14.3,25,0.9,1,0.9
"564","11.4","2",0.4,"n",0.32,0.0878932347270126,3.2,14.4,25,0.9,1,0.9
"565","12.8","2",0.35,"n",0.28,0.0883121747025667,3.2,14.6,25,0.9,1,0.9
"566","14.3","2",0.363636363636364,"n",0.307692307692308,0.0797963874394652,3.4,14.4,26,0.9,1,0.9
"567","15.7","2",0.333333333333333,"n",0.291666666666667,0.0955652587144869,3.5,15.1,24,0.9,1,0.9
"568","17.1","2",0.318181818181818,"n",0.28,0.0874000858591923,3.7,15,25,0.9,1,0.9
"569","18.6","2",0.333333333333333,"n",0.291666666666667,0.0963869011273017,3.5,15.3,24,0.9,1,0.9
